academic_dept,British Centre for Literary Translation,52.62218,1.24074,N/A,HUM,The British Centre for Literary Translation
academic_dept,Centre for East Anglian Studies,52.62231,1.24077,N/A,HUM,The British Centre for Literary Translation
academic_dept,Climatic Research Unit,52.621784,1.238556,CRU,N/A,"The Climatic Research Unit, part of the School of Environmental Sciences, is widely recognised as one of the world's leading institutions concerned with the study of natural and anthropogenic climate change."
academic_dept,INTO University of East Anglia,52.623531,1.24535,INTO,N/A,"INTO University of East Anglia is a state of the art, purpose built Centre, which prepares international students for entry onto degree courses at the University. The Centre comprises modern teaching and accomodation facilities over five stories."
academic_dept,James Platt Language Centre,52.62186,1.24027,N/A,HUM,The James Platt language centre.
academic_dept,John Innes Centre,52.621315,1.222208,N/A,N/A,The John innes centre
academic_dept,Norwich Business School,52.62204,1.2362,NBS,SSF,"Norwich Business School embraces the Universitys motto of Do Different by delivering innovative and pioneering courses at facilities in both Norwich and London. Our excellent teaching department is underpinned by cutting edge research, which ensures we're highly relevant to business needs now and in the future."
academic_dept,Norwich Medical School,52.62188445,1.234918535,MED,FMH,The Norwich Medical School is a leader in preparing students to become highly competent and confident doctors. We are proud of our reputation as one of the very best schools of medicine in the country. We want you to be the best too – by learning and developing first class clinical skills and nurturing excellence in scientific understanding.
academic_dept,Norwich Research Park,52.624611,1.224031,NRP,N/A,The  Norwich Research Park
academic_dept,"Art, Media and American Studies",52.62205,1.24054,AMA,HUM,"The School of Art, Media and American Studies brings together world-leading expertise in the visual arts, in film, television and media studies and in the literature, history, and culture of the United States, and the Atlantic and Pacific worlds."
academic_dept,School of Biological Sciences,52.62073,1.23655,BIO,SCI,The School of Biological Sciences is a vibrant and friendly academic community firmly embedded in the internationally renowned Norwich Research Park. It boasts extensive state-of-the-art research facilities as well as modern teaching laboratories.
academic_dept,School of Chemistry,52.621536,1.239213,CHE,SCI,"The School of Chemistry prides itself on research excellence across its spectrum of activities, from synthetic chemistry and drug discovery to spectroscopy and analytical and biophysical chemistry, as confirmed by successive Research Assessment Exercises."
academic_dept,School of Computing Sciences,52.621052,1.237673,CMP,SCI,"The School of Computing Sciences is one of the largest and most experienced Schools of Computing Sciences in the UK, expertly blending excellent teaching, research, facilities and exciting course modules to offer a dynamic programme targeted at the job market."
academic_dept,School of Economics,52.622316,1.240763,ECO,SSF,"The School of Economics proudly combines a reputation for internationally renowned research and unparalleled academic support to its students. Always pursuing a research-inspired approach, we are committed to offering an outstanding academic experience that provides a platform to fully explore the influence of economic analysis."
academic_dept,School of Education and Lifelong Learning,52.621639,1.237255,EDU,SSF,The School was ranked joint 3rd for Teaching and joint 5th for overall satisfaction in the 2012 National Student Survey.
academic_dept,School of Engineering,52.62143,1.23822,N/A,SCI,N/A
academic_dept,School of Environmental Sciences,52.621433,1.23822,ENV,SCI,"The School of Environmental Sciences is one of the longest established, largest and most fully developed Schools of Environmental Sciences in Europe. Our holistic approach to teaching and research, integrating physical, chemical, biological, social and geotechnical sciences into the study of natural and human environments, is truly a modern philosophy for the new millennium."
academic_dept,History,52.62211,1.24053,HIS,HUM,"Recognised as a leading department within the UK, History at UEA has a chronological range from the collapse of the Roman empire to the present day, a geographical scope covering Europe, Africa, the Middle East, North America and the Caribbean, and experts in political, economic, social, cultural, environmental, diplomatic and intellectual history."
academic_dept,School of International Development,52.62194,1.24033,DEV,SSF,The School of International Development (DEV) at the University of East Anglia is a leading global centre of excellence in research and teaching in international development. Read more about the school.
academic_dept,"Politics, Philosophy, Language and Communication Studies",52.62189,1.24035,PPL,HUM,"The School brings together staff and students studying a wide range of subjects including politics, international relations, broadcast journalism, media, public policy, philosophy, language competency, intercultural communication and translation studies"
academic_dept,"Literature, Drama and Creative Writing",52.62224,1.24083,LDC,HUM,"The School of Literature, Drama and Creative Writing at the University of East Anglia has a long-established international reputation in literary studies. World famous for its pioneering courses in creative writing, it is also home to prize-winning scholars and translators of literature and drama from all periods."
academic_dept,School of Mathematics,52.62101,1.23769,MTH,SCI,The School of Mathematics at UEA is a flourishing department committed to excellence in teaching and research.
academic_dept,School of Natural Sciences,N/A,N/A,N/A,SCI,Studying Natural sciences is an ideal way to combine interests from more than one area of science.
academic_dept,School of Health Sciences,52.61961,1.22324,HSC,FMH,The School of Health Sciences offers a superb learning environment that enables students to fulfil their potential and ensures our graduates are fit for practice in the modern and ever-changing health and social care sector.
academic_dept,School of Pharmacy,52.62154,1.2395,PHA,SCI,"The School was founded in 2003 and has quickly risen to become one of the top pharmacy schools in the country, number one in the Guardian University Guide (2013). Our Pharmacy degree is highly acclaimed for its innovative content and teaching methods and was reaccrediated by the GPhC in 2012 with no conditions or recommendations."
academic_dept,School of Psychology,52.62137,1.23732,PSY,SSF,"We are the first new school of Psychology in a research-intensive UK university for many years, but with an already-thriving British Psychological Society accredited degree programme that is consistently rated most highly by our students. Our teaching is research-led, with internationally-renowned researchers sharing the excitement of new discoveries in psychological science that impact upon how we understand each other and the world in which we live."
academic_dept,School of Social Work,52.62156,1.23557,SWK,SSF,The School of Social Work is an internationally renowned academic department dedicated to research and teaching. We have a strong interdisciplinary focus with a reputation for policy relevant empirical research.
academic_dept,Law School,52.625523,1.236653,LAW,SSF,"The Law School is renowned for its high quality of courses and internationally recognised research, as well as providing an intimate, student focused experience."
academic_dept,Graduate School,52.621727,1.222765,GS,SSF,The Faculty of Social Science (SSF) Graduate School at the University of East Anglia (UEA) provides a vibrant and interdisciplinary research and training environment for postgraduate research (PGR) students.
academic_dept,Interdisciplinary Institute for the Humanities,52.620696,1.241978,IIH,N/A,"We provide an intellectual home for those activities in the Faculty of Arts and Humanities which cross disciplinary boundaries, including the Centre for Japanese Studies (CJS) and the East Anglian Film Archive (EAFA)."
acc_fac,Lecture Theatres 1-4,52.621258,1.240329,N/A,N/A,N/A
acc_fac,UEA Library,52.620899,1.240648,N/A,N/A,"The Library plays an important part in the life of every student. The Library contains over 800,000 books and journals, 1,200 study spaces, over 260 computers for student use and 24 hour open access to the IT facility."
acc_fac,Study Abroad,52.62189,1.24033,N/A,N/A,The Study Abroad Office has a team of staff dedicated to supporting the needs of all students interested in spending a period abroad either here at UEA or on exchange with one of our partners. We look forward to meeting you in our office.
acc_fac,International Office,52.62167,1.23723,N/A,N/A,"The University of East Anglia has a student population of 15,000 and is home to more than 3500 students from outside the UK. International students are attracted to our top quality undergraduate (Bachelor) and postgraduate (Masters and PhD) studies in popular subjects ranging from social sciences and humanities to life, natural and health sciences. Our world class academic staff bring the courses to life and help prepare our graduates for a dynamic future."
accessible_parking,N/A,52.62082604,1.234610081,N/A,N/A,N/A
accessible_parking,N/A,52.6204157,1.235570312,N/A,N/A,N/A
accessible_parking,N/A,52.62051014,1.235795617,N/A,N/A,N/A
accessible_parking,Central Visitors Car Park,52.62143503,1.235672235,N/A,N/A,Disabled Go
accessible_parking,N/A,52.62219708,1.23650372,N/A,N/A,Disabled Go
accessible_parking,N/A,52.62209938,1.236798763,N/A,N/A,N/A
accessible_parking,N/A,52.62134059,1.237737536,N/A,N/A,N/A
accessible_parking,N/A,52.62207984,1.238440275,N/A,N/A,N/A
accessible_parking,N/A,52.62178675,1.239084005,N/A,N/A,N/A
accessible_parking,N/A,52.62210264,1.240022779,N/A,N/A,N/A
accessible_parking,Main Visitors Car Park,52.62296236,1.242190003,N/A,N/A,Disabled Go
accessible_parking,N/A,52.62176395,1.244174838,N/A,N/A,N/A
accessible_parking,N/A,52.62324893,1.24591291,N/A,N/A,N/A
accessible_parking,N/A,52.62327499,1.246594191,N/A,N/A,N/A
accessible_parking,N/A,52.62419005,1.24571979,N/A,N/A,N/A
accessible_parking,N/A,52.6244701,1.245478392,N/A,N/A,N/A
accessible_parking,N/A,52.62514417,1.24093473,N/A,N/A,N/A
accessible_parking,N/A,52.62128197,1.24065578,N/A,N/A,N/A
accessible_parking,N/A,52.61980343,1.223060489,N/A,N/A,N/A
,,,,,,
accommodation,Accommodation Office,52.621039,1.244202,N/A,N/A,Accommodation Office - Nelson Court room 0.353
accommodation,Britten House,52.622128,1.244792,N/A,N/A,Britten House provides light en-suite rooms grouped in 8 or 12-person flats with a central wide corridor and a purpose-built kitchen/diner.
accommodation,Browne House,52.622547,1.247329,N/A,N/A,Browne provides light en-suite rooms grouped in 8 or 12-person flats with a central wide corridor and a purpose-built kitchen/diner.
accommodation,Colman House (Block G),52.621609,1.245607,N/A,N/A, Colman provides light en-suite rooms grouped in 8 or 12-person flats with a central wide corridor and a purpose-built kitchen/diner.
accommodation,Colman House (Block F),52.62132105,1.246867776,N/A,N/A,Colman provides light en-suite rooms grouped in 8 or 12-person flats with a central wide corridor and a purpose-built kitchen/diner.
accommodation,Constable Terrace,52.621407,1.234353,N/A,N/A,Constable Terrace offers rooms arranged mainly in ten-person houses with a large kitchen and dining area on the ground floor.
accommodation,Suffolk Walk,52.620365,1.241316,N/A,N/A,Our Two Bedroom Houses/Flats are available for individual students and we have a limited number of these that are availabale for UEA students who have children. For further details about individual rooms within Two Bedroom Houses please visit our <a href='https://www.uea.ac.uk/study/undergraduate/accommodation/options/two-bedroom-houses-and-flats'><strong>accomodation options</strong></a>. For further information about Family Accomodation please visit <a href='https://portal.uea.ac.uk/accommodation/students-with-families'><strong>Students with Families.</strong></a>
accommodation,Kett House,52.622894,1.247125,N/A,N/A,Kett provides en-suite rooms grouped in 8 or 12-person flats with a central wide corridor and a purpose-built kitchen/diner.
accommodation,Nelson Court,52.621543,1.244226,N/A,N/A,Nelson Court offers rooms arranged mainly in ten-person houses with a large kitchen and dining area on the ground floor.
accommodation,Norfolk Terrace,52.620342,1.237271,N/A,N/A,Rooms in the  ziggurats of Norfolk and Suffolk Terraceare arranged in flats of up to 12 rooms.
accommodation,Orwell Close,52.622089,1.247324,N/A,N/A,There are 100 standard rooms are available in Wolfson Close
accommodation,Paston House,52.622589,1.245017,N/A,N/A,Paston House provides light en-suite rooms grouped in 8 or 12-person flats with a central wide corridor and a purpose-built kitchen/diner.
accommodation,Suffolk Terrace,52.620174,1.240125,N/A,N/A,Rooms in the architecturally unique ziggurats of Norfolk and Suffolk Terrace are arranged in flats of up to 12 rooms- each with own washbasin- and each flat has a large kitchen/diner overlooking the broad. 
accommodation,University Village,52.628235,1.23719,N/A,N/A,"The University Village is made up of 14 buildings with individual flats and is located directly opposite the entrance to the University. Flats usually contain 6-8 rooms, and it takes approximately 8 minutes to walk to the main square on campus."
accommodation,Pine - University Village,52.62938047,1.235135794,111,N/A,N/A
accommodation,Willow - University Village,52.62912325,1.234969497,110,N/A,N/A
accommodation,Oak - University Village,52.62802594,1.236235499,123,N/A,N/A
accommodation,Beech - University Village,52.62842319,1.236723661,118,N/A,N/A
accommodation,Elm - University Village,52.62878136,1.237737536,114,N/A,N/A
accommodation,Hawthorne - University Village,52.62883997,1.235178709,109,N/A,N/A
accommodation,Larch - University Village,52.62812037,1.236906052,121,N/A,N/A
accommodation,Ash - University Village,52.62820177,1.236401796,122,N/A,N/A
accommodation,Village Close (Block E) 9-12,52.62942931,1.237270832,112,N/A,Our Two Bedroom Houses/Flats are available for individual students and we have a limited number of these that are availabale for UEA students who have children. For further details about individual rooms within Two Bedroom Houses please visit our <a href='https://www.uea.ac.uk/study/undergraduate/accommodation/options/two-bedroom-houses-and-flats'><strong>accomodation options</strong></a>. For further information about Family Accomodation please visit <a href='https://portal.uea.ac.uk/accommodation/students-with-families'><strong>Students with Families.</strong></a>
accommodation,Village Close (Block D) 13-24,52.62911022,1.237555146,113,N/A,Our Two Bedroom Houses/Flats are available for individual students and we have a limited number of these that are availabale for UEA students who have children. For further details about individual rooms within Two Bedroom Houses please visit our <a href='https://www.uea.ac.uk/study/undergraduate/accommodation/options/two-bedroom-houses-and-flats'><strong>accomodation options</strong></a>. For further information about Family Accomodation please visit <a href='https://portal.uea.ac.uk/accommodation/students-with-families'><strong>Students with Families.</strong></a>
accommodation,Village Close (Block F) 5-6,52.62897672,1.237206459,115,N/A,Our Two Bedroom Houses/Flats are available for individual students and we have a limited number of these that are availabale for UEA students who have children. For further details about individual rooms within Two Bedroom Houses please visit our <a href='https://www.uea.ac.uk/study/undergraduate/accommodation/options/two-bedroom-houses-and-flats'><strong>accomodation options</strong></a>. For further information about Family Accomodation please visit <a href='https://portal.uea.ac.uk/accommodation/students-with-families'><strong>Students with Families.</strong></a>
